F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
20,-20.58,14.9,764.04,-5.13,-3.51,-8.66,32.94,25.7,-16.65,-12.78,330,-84.53,-3.4,-5.81,True
2,-36.75,1.34,263.04,-10.04,-8.58,-5.66,16.8,0.84,-2.01,-11.37,29,-66.53,9.94,,True
2,-36.39,1.08,281.04,-14.54,-9.05,-6.66,16.6,3.4,-1.71,-14.46,38,-59.53,6.82,-5.94,False
2,-34.47,0.98,188.04,-10.22,-9.46,-5.66,15.86,2.46,2.34,-10.83,9,-55.53,7.96,,False
2,-35.55,0.96,182.04,-10.18,-11.06,-7.66,16.04,2.32,-0.39,-9.6,9,-50.53,9.18,-6.59,True
2,-34.71,1.24,179.04,-10.88,-9.7,-3.66,16.7,2.34,-2.52,-14.64,16,-73.53,6.66,,True
2,-37.17,0.94,191.04,-12.58,-8.93,-5.66,16.74,1.2,-2.16,-14.25,16,-39.53,8.22,,True
20,-20.37,19.2,539.04,-6.21,-4.14,-18.66,28.04,15.1,-15.21,-15.63,250,-94.53,0.36,,True
20,-22.32,13.6,434.04,-5.83,-4.93,-18.66,27.64,28.7,-11.94,-7.68,230,-4.53,-1,,False
2,-37.5,1.26,278.04,-10.39,-10.4,-3.66,15.7,2.66,0.99,-16.83,3,-69.53,19.42,,False
20,-26.19,15.8,584.04,-7.88,-5.43,-18.66,32.44,14.7,-16.74,-12.75,295,-84.53,-0.88,-6.36,True
20,-20.1,13.7,209.04,-5.53,-5.69,-8.66,27.54,22.8,-12.12,-6.57,150,-59.53,1.58,,True
2,-36.42,1.44,245.04,-10.18,-9.78,-5.66,15.36,1.36,-0.84,-10.53,10,-47.53,9.06,,False
2,-38.43,0.82,275.04,-10.42,-11.46,-5.66,16.26,0.12,-0.45,-11.46,17,-53.53,9.18,-5.58,False
20,-26.13,14.9,734.04,-6.92,-5.62,-8.66,26.74,16.9,-13.14,-14.1,60,-124.53,1.38,-4.34,False
2,-38.46,1.5,182.04,-11,-13.98,-5.66,15.96,0.38,2.94,-15.09,15,-77.53,7.36,,True
20,-23.07,11.4,749.04,-5.92,-5.56,-18.66,31.54,17.3,-13.95,-9.48,110,-89.53,-1.24,,True
2,-34.95,0.82,215.04,-10.79,-9.72,-4.66,15.74,2.46,2.04,-11.49,0,-64.53,8.68,,False
2,-40.95,1.88,293.04,-10.6,-9.1,-7.66,15.74,0.7,6.15,-12.6,43,-42.53,9.46,,False
20,-29.4,14.6,824.04,-7.21,-5.35,-28.66,26.54,25.5,-8.07,-7.74,195,-14.53,2.56,-5.47,False
2,-34.53,0.06,182.04,-10.63,-8.67,-7.66,16.66,0.52,1.26,-20.07,40,-47.53,6.78,-6.09,True
2,-34.26,0.92,227.04,-10.59,-8.98,-5.66,16.44,2.2,-1.44,-13.38,10,-64.53,7.74,-6.7,True
20,-26.04,15.4,299.04,-5.32,-4.97,-18.66,28.14,20.3,-16.2,-11.64,225,25.47,-2.3,-7.33,True
2,-35.61,1.32,185.04,-10.53,-9.41,-3.66,16.16,2.96,-1.26,-12.57,14,-61.53,16.4,-6.26,True
20,-18.36,16.1,659.04,-5.06,-3.83,-28.66,32.54,12.8,-16.26,-11.37,365,30.47,2.58,,True
20,-26.13,14.6,614.04,-7.71,-7.39,-28.66,23.74,10.6,-8.28,-10.59,315,-49.53,3.14,-4.72,False
20,-22.38,14.2,494.04,-8.93,-5.09,-8.66,26.14,18.4,-9.06,-16.47,255,-59.53,-0.58,,False
20,-18.42,18.1,524.04,-9.04,-3.53,-8.66,32.14,15.4,-16.32,-15.54,215,-89.53,-0.14,-6.1,True
20,-22.47,10.9,539.04,-10,-6.35,-28.66,28.54,16.2,-12.6,-9.9,25,-29.53,1.82,,False
2,-35.01,1.6,185.04,-10.15,-9.92,-7.66,16.22,0.38,-0.42,-15.24,64,-54.53,10.7,,True
20,-19.98,15.9,629.04,-5.59,-7.13,-13.66,29.14,12.2,-15.81,-5.85,5,0.47,-1,-6.55,True
2,-37.08,1.02,182.04,-10.13,-8.57,-5.66,16.66,1.1,-2.07,-13.11,55,-56.53,8.22,,True
2,-39.69,1.64,227.04,-10.23,-9.43,-5.66,16.6,2.34,2.79,-15,77,-54.53,7.94,-6.29,True
20,-30.93,11.9,824.04,-6.1,-6.61,-8.66,34.14,22.7,-12.09,-10.86,160,-144.53,-2.32,,True
2,-33.75,1.26,191.04,-12.41,-9.32,-5.66,16.84,0.28,1.08,-17.01,1,-53.53,9.26,-6.19,True
2,-46.41,1.18,239.04,-10.28,-9.38,-7.66,15.24,1.08,2.34,-9.69,4,-54.53,10.92,,False
2,-34.65,1.94,233.04,-13.24,-9.57,-7.66,16.48,0.68,0.87,-13.26,49,-44.53,11.8,-6.69,True
20,-25.56,12.3,359.04,-7.09,-5.52,-28.66,25.94,18.4,-9,-6.03,130,-49.53,-0.26,-4.46,False
20,-27.18,11.5,749.04,-7.34,-6.73,-18.66,27.54,11.6,-9.24,-12.69,220,-89.53,2.56,-5.09,False
2,-37.11,1.46,245.04,-13.52,-8.76,-7.66,16.46,0.32,6.93,-14.64,72,-48.53,16.26,,True
2,-35.58,0.32,206.04,-14.27,-9.14,-7.66,16,3.18,1.2,-12.96,49,-45.53,8.48,,False
2,-36.87,0.86,185.04,-11.22,-8.82,-5.66,16.46,3.98,0.51,-12.18,18,-53.53,7.24,,True
20,-27.87,13.3,599.04,-8.03,-7.55,-28.66,24.44,22.3,-9.63,-5.7,200,-49.53,8.38,,False
20,-18.81,13.5,554.04,-6.2,-4.04,-18.66,32.64,18.8,-17.07,-11.46,185,-99.53,-0.78,,True
20,-29.52,12.6,749.04,-10.6,-6.64,-18.66,29.84,18.5,-14.25,-15.99,270,5.47,-1.72,-5.18,False
20,-25.56,14.3,584.04,-6.7,-5.83,-18.66,26.94,17.9,-12.51,-12.84,360,-134.53,-0.52,-4.91,False
0,-34.47,1.24,221.04,-10.26,-9.43,-5.66,14.96,1.08,1.65,-10.62,20,-40.53,8.38,-4.68,False
20,-22.29,13.7,809.04,-6.04,-4.86,-28.66,29.34,10.4,-4.77,-8.67,145,35.47,0.98,,False
20,-31.11,16.2,359.04,-6.46,-6.1,-28.66,26.24,12.9,-10.41,-9.21,345,35.47,-0.22,,True
20,-33.48,11.6,269.04,-7.07,-5.02,-18.66,25.94,18.4,-11.97,-6.87,85,-114.53,2.32,-5.46,False
2,-35.16,1.02,203.04,-10.88,-9.49,-5.66,15.36,2.76,2.46,-10.98,10,-51.53,9.32,,False
20,-26.25,11.4,629.04,-7.49,-5.82,-8.66,27.54,25.6,-12.57,-6.27,40,-119.53,0.14,,False
2,-39.57,0.32,269.04,-10.73,-10.89,-5.66,16.4,2.32,2.43,-14.58,17,-55.53,8.54,,False
20,-23.52,11.9,509.04,-5.84,-5.03,-18.66,28.84,21.9,-13.62,-10.08,355,-49.53,-1.88,-5.55,False
20,-23.79,10.9,794.04,-7.39,-6.55,-18.66,29.14,14.8,-11.01,-10.74,275,-69.53,0.98,-4.34,False
2,-35.85,1.16,218.04,-10.18,-8.8,-5.66,15.64,3.94,3.42,-9.99,18,-65.53,7.88,,False
2,-34.8,1.1,266.04,-10.33,-11.71,-7.66,15.8,3.84,-0.03,-13.41,10,-57.53,7.78,,True
20,-19.5,15.6,614.04,-8.64,-4.94,-8.66,33.74,11.2,-12.9,-16.65,330,-84.53,-3.12,-6.25,False
2,-33.81,1.88,173.04,-9.96,-9.6,-3.66,16.32,2.5,1.26,-16.56,74,-60.53,6.88,-5.87,True
20,-21.12,19.6,149.04,-6.03,-4.67,-8.66,25.74,12.7,-11.76,-13.29,370,-139.53,3.68,,False
2,-36.78,2,203.04,-10.96,-8.67,-5.66,15.9,0.68,-0.3,-10.53,27,-49.53,7.24,-5.69,True
2,-35.61,0.9,182.04,-11.07,-10.29,-5.66,15.08,2.1,1.86,-15.09,2,-52.53,10.58,,False
20,-24.93,17.4,269.04,-7.83,-4.96,-18.66,25.44,18,2.7,-11.61,360,-49.53,-1.02,,False
20,-24.93,12.9,824.04,-6.83,-5.09,-8.66,29.74,18.6,-14.01,-12.96,135,-144.53,-0.76,,False
20,-24.87,11.2,329.04,-6.25,-7.27,-18.66,26.44,11.3,-11.16,-10.26,145,-104.53,0.66,,False
2,-38.19,1,179.04,-12.13,-10.93,-5.66,16.28,0.54,0.39,-10.38,15,-55.53,9.4,-6.29,True
20,-27.48,14.4,824.04,-7.35,-5.69,-18.66,27.04,27,-11.1,-5.37,180,20.47,0.48,-3.97,False
20,-40.86,10.7,284.04,-6.93,-6.51,-18.66,25.74,20.9,-5.22,-9.87,95,-29.53,4.1,-4.41,False
2,-37.08,0.84,236.04,-11.1,-10.62,-7.66,15.02,2.6,0.54,-9.87,2,-56.53,8.7,,False
2,-34.56,1.7,236.04,-11.03,-9.43,-5.66,16.34,0.78,-2.04,-16.74,26,-63.53,6.88,-6,True
20,-20.16,11.7,254.04,-6.09,-3.89,-18.66,29.74,19.5,-14.85,-11.07,360,10.47,-0.74,,True
20,-22.53,16.4,824.04,-6.28,-6.31,-28.66,27.24,10.8,-11.82,-9.33,85,-4.53,-0.12,-5.3,False
20,-24.39,19.5,524.04,-5.47,-4.28,-8.66,27.24,19.6,-14.76,-15.93,100,-134.53,-0.32,-7.18,True
2,-36.69,1.16,212.04,-11.02,-10.79,-5.66,16.14,1.68,8.1,-11.79,28,-73.53,10.1,-7.09,True
20,-23.13,10.4,464.04,-8.18,-5.88,-8.66,27.24,12.9,-3.93,-12.66,55,-94.53,3.98,,False
20,-23.67,10.3,584.04,-4.96,-5.76,-8.66,33.94,16.8,-16.74,-10.53,80,-144.53,-2.98,-6.16,True
20,-28.05,10.1,494.04,-6.38,-4.89,-18.66,27.94,24.8,-8.34,-12.18,215,-134.53,1.76,,False
2,-39.69,1.64,191.04,-10.27,-10.85,-5.66,15.96,0.82,-1.38,-11.52,21,-44.53,8.3,,True
20,-24.15,13,659.04,-7.56,-6.1,-18.66,27.04,17.9,-11.01,-12.45,100,-119.53,-0.3,-5.47,False
20,-24,14.8,554.04,-7.78,-6.14,-8.66,25.84,25.1,-12.45,-10.11,305,-69.53,2.98,-5.01,False
2,-34.17,0.66,179.04,-12.59,-10.09,-7.66,16.3,3.6,0.42,-17.61,75,-48.53,7.06,,True
20,-20.34,12.5,194.04,-6.31,-6.46,-18.66,33.64,12.2,-17.01,-11.52,305,-69.53,-1.26,,True
20,-25.62,16,509.04,-5.52,-3.78,-18.66,28.94,16.1,-16.05,-18.03,215,-19.53,-1.66,,True
20,-19.83,20.6,254.04,-5.32,-4.74,-8.66,25.04,11.9,-16.44,-16.35,270,-119.53,1.34,-5.02,False
2,-39.33,0.34,233.04,-10.12,-8.88,-3.66,16.54,2.14,0.93,-12.45,13,-67.53,7.54,,False
2,-45.12,0.66,272.04,-11.83,-10.68,-5.66,16.6,1.44,10.8,-23.07,15,-50.53,8.56,,False
2,-38.88,0.08,182.04,-10.39,-8.8,-7.66,15.86,1.62,2.76,-15.15,27,-43.53,7.54,-5.63,False
20,-33.39,13.5,839.04,-6.92,-6.27,-18.66,27.84,21.9,-10.32,-9.12,100,-74.53,-0.02,-5.26,False
20,-29.67,13.1,809.04,-5.68,-8.86,-8.66,30.84,20.8,-8.82,-9.93,25,-129.53,-1.5,,True
20,-23.94,13.5,419.04,-5.8,-4.55,-8.66,28.94,17,-9.87,-8.61,65,-114.53,-0.62,,True
2,-34.71,1.9,254.04,-10.82,-9.78,-5.66,15.44,1.42,1.32,-10.5,29,-44.53,8.4,,False
20,-20.61,11,434.04,-5.08,-3.98,-8.66,32.34,22.9,-14.64,-13.44,390,-64.53,-2.72,,False
20,-24.75,13.6,524.04,-6.63,-5.72,-13.66,26.04,20.5,-9.63,-6.36,80,-54.53,0.24,-5.4,False
20,-24.48,14.8,509.04,-7.08,-7.1,-18.66,25.54,13.9,-13.2,-10.95,25,-109.53,2.84,,False
20,-29.52,14.7,314.04,-6.66,-4.3,-18.66,27.64,11.9,-14.01,-7.35,55,-19.53,-0.96,-7.32,True
2,-35.37,1.58,215.04,-12.89,-9.11,-3.66,15.96,2.56,-1.5,-17.34,19,-64.53,7.78,,True
2,-36.66,0.86,287.04,-10.62,-9.15,-7.66,15.2,3.78,6.39,-8.85,1,-55.53,9,,True
2,-38.94,1.66,185.04,-10.49,-9.02,-4.66,16.18,1.94,-0.93,-11.31,66,-59.53,7.62,,True
2,-34.71,2.08,263.04,-13.63,-9.27,-5.66,15.06,3.84,-0.63,-15.06,44,-48.53,13.5,-5.49,False
20,-22.56,10.6,569.04,-6.74,-5.36,-18.66,28.34,13,-11.97,-9.48,275,-34.53,3.44,,False
2,-43.65,1.84,266.04,-10.13,-10.07,-5.66,16.66,2.22,6.93,-17.19,49,-67.53,8.88,,True
2,-35.04,0.8,188.04,-10.42,-9.1,-5.66,15,3.36,2.64,-18.06,4,-69.53,8.92,,False
20,-21.57,10.6,569.04,-5.89,-5.46,-8.66,30.04,20,-7.26,-13.59,295,-134.53,-1.88,,False
2,-37.2,1.92,176.04,-10.36,-9.54,-5.66,14.64,4.02,1.47,-12.93,8,-74.53,10.68,-4.91,False
2,-41.91,0.04,224.04,-12.7,-9.56,-3.66,15.78,4.06,8.94,-14.4,23,-62.53,9.62,-5.65,False
20,-24.69,18.8,854.04,-6.46,-4.99,-18.66,25.04,19.5,-12.87,-19.68,55,-124.53,-0.42,,False
20,-21.21,11.9,539.04,-5.63,-5.62,-8.66,30.34,16.3,-12.54,-15,90,-69.53,-2.08,-7.15,True
20,-24.96,16.4,614.04,-6.29,-3.52,-8.66,33.64,10.7,-15.54,-20.31,350,-119.53,-2.62,,False
2,-35.76,1.88,272.04,-11.51,-11.32,-7.66,16.54,0.18,-1.05,-11.79,33,-48.53,8.02,,True
20,-25.23,15.2,734.04,-6.84,-6.53,-8.66,25.84,21.5,-7.98,-14.4,55,-114.53,-0.04,,False
2,-35.19,0.84,275.04,-10.5,-9.15,-5.66,16.62,0.18,-1.77,-12.3,16,-44.53,9.54,,False
20,-22.56,18.4,599.04,-6.67,-4.21,-18.66,31.04,18.9,-17.64,-11.94,275,-94.53,0.98,-6.7,True
2,-42.9,0.02,305.04,-10.66,-11.61,-5.66,16.1,2.68,11.49,-14.31,23,-70.53,12.86,,False
2,-36.51,0.86,251.04,-11.6,-9.15,-7.66,16.34,3.28,1.74,-14.82,46,-58.53,8.52,,False
20,-19.77,10.8,704.04,-5.23,-3.9,-18.66,33.44,11.2,-11.04,-10.86,375,5.47,-2.9,,False
2,-38.01,1.58,203.04,-10.61,-10.09,-5.66,14.86,1.28,1.98,-12.57,9,-47.53,20.8,,False
2,-47.52,1.04,257.04,-10.65,-11.72,-5.66,15.36,2.64,6.75,-12.3,7,-74.53,8.18,-5.23,False
2,-35.49,2,191.04,-10.95,-9.72,-7.66,15.48,3.84,-1.47,-10.98,5,-57.53,9.18,,True
2,-37.98,0.7,242.04,-10.13,-9.88,-5.66,16.08,1.56,0.96,-14.25,7,-74.53,7.12,-5.48,False
2,-35.73,1.54,269.04,-10.86,-9.17,-3.66,15.06,4.22,1.14,-10.41,16,-69.53,13.02,,False
2,-34.35,1.92,284.04,-10.06,-9.73,-3.66,16.06,2.22,0.81,-10.74,14,-64.53,8.66,-4.83,False
2,-35.67,1.94,263.04,-11.28,-12.03,-3.66,15.84,2.04,-1.05,-12.06,29,-68.53,6.9,,True
2,-39.06,1.32,209.04,-11.04,-15.85,-5.66,16.02,1.98,-0.06,-11.43,34,-73.53,15.94,-7.95,True
20,-25.56,11.3,509.04,-6.59,-5.31,-8.66,26.64,23,-6.54,-10.11,240,-114.53,1.62,,False
20,-24.78,18.9,239.04,-4.99,-3.86,-8.66,26.84,25,-10.53,-10.83,355,-89.53,-2.3,,False
2,-35.82,0.62,266.04,-10.11,-8.94,-5.66,16.38,2.82,-1.11,-13.65,18,-66.53,7.68,,False
20,-21.27,16,284.04,-7,-5.01,-8.66,30.04,13.8,-15.24,-12.87,215,-134.53,-3.24,-5.88,False
2,-36.69,1.4,230.04,-10.29,-8.97,-3.66,16.08,1,-1.29,-16.86,7,-61.53,7.66,,True
2,-35.79,1.52,206.04,-10.71,-10.09,-5.66,15.6,3.54,0.48,-12.09,3,-75.53,10.66,,False
2,-36.75,1.6,242.04,-10.45,-10.93,-7.66,15.44,0.5,1.35,-13.29,5,-56.53,10,-5.34,False
20,-22.62,18.4,809.04,-7.65,-5.74,-8.66,26.04,10.7,6.15,-12.21,265,-124.53,2.62,,False
2,-35.13,1.86,242.04,-9.93,-8.92,-5.66,16.2,2.98,-0.81,-11.34,65,-67.53,9.08,-7.06,True
20,-22.02,17.1,779.04,-6.4,-4.56,-18.66,27.54,12.7,-14.28,-10.32,120,15.47,0.16,-5.84,True
20,-32.46,12,179.04,-5.4,-3.87,-8.66,31.44,19.3,-14.52,-11.94,100,-134.53,-1.38,-5.84,True
20,-21.3,10.5,734.04,-9.74,-3.9,-18.66,32.74,25.1,-8.82,-8.79,190,-139.53,-1.48,-7.14,True
2,-36.03,0.66,185.04,-10.45,-10.19,-7.66,16.22,1.8,6,-9.81,20,-44.53,7.38,-7.72,True
2,-35.76,1.22,293.04,-10.15,-9.63,-7.66,16.16,2.22,11.46,-19.65,46,-56.53,7.26,,False
20,-21.12,17.6,434.04,-7.33,-5.98,-28.66,25.14,13,-14.22,-5.55,125,15.47,0.42,,False
20,-26.76,13.6,329.04,-7.23,-5.36,-8.66,27.14,26.1,-5.49,-5.94,95,-84.53,5.18,-5.94,True
20,-19.5,14.4,599.04,-5.85,-5.5,-8.66,30.44,10.7,-15.63,-17.61,60,-144.53,-2.22,-5.26,False
2,-37.2,0.4,245.04,-12.52,-9,-5.66,16.42,3.08,5.79,-12.3,20,-63.53,8.04,,False
20,-24.21,13.8,689.04,-6.69,-6.74,-18.66,25.84,22.4,-7.59,-8.64,295,-19.53,1.28,-5.66,False
20,-25.32,15.4,179.04,-5.11,-3.69,-18.66,29.64,24.3,-6.03,-13.38,235,-124.53,-1.42,-6.3,True
2,-34.26,0.18,182.04,-11.8,-9.18,-5.66,16.34,1.56,2.73,-12,7,-54.53,9.3,-5.22,False
20,-21.66,14.8,779.04,-6.82,-4.76,-8.66,28.94,26.1,-10.56,-14.58,165,-64.53,0.34,-4.63,True
20,-20.4,18.9,569.04,-5.46,-4.02,-18.66,27.54,11.5,-15.3,-10.53,100,-59.53,-1.26,,True
2,-39.45,0.66,293.04,-10.54,-11.02,-5.66,15.88,3.2,1.92,-9.42,12,-44.53,9.4,,False
20,-21.48,10.7,704.04,-6.05,-4.4,-18.66,31.14,14.1,-13.35,-14.28,325,-39.53,-1.92,-4.78,False
2,-37.68,1.72,203.04,-10.64,-8.96,-5.66,16.1,1.22,-0.63,-9.63,2,-40.53,10.8,-7.15,True
2,-35.97,0.08,260.04,-12.22,-10.29,-7.66,16.4,3.28,1.35,-10.41,26,-57.53,9.3,,False
20,-20.88,17,839.04,-7.86,-5.92,-18.66,28.84,11.9,-12.75,-7.68,45,-129.53,-1.96,-6.83,True
20,-24.66,15.1,464.04,-6.45,-4.1,-8.66,29.24,19.7,-12,-10.56,215,-84.53,-0.96,-6.85,True
20,-24.36,14.5,539.04,-9.44,-7.11,-18.66,26.04,19,-13.32,-10.65,340,-69.53,1.94,,False
2,-34.53,1.74,260.04,-11.34,-11.36,-7.66,16.58,2.7,0.36,-9.21,3,-43.53,8.12,,True
20,-20.01,11.4,269.04,-4.75,-4.34,-8.66,34.44,25,-15.09,-12.81,390,-84.53,-0.06,,True
20,-17.79,19.1,704.04,-4.86,-3.92,-18.66,33.04,10.1,-17.22,-12.51,390,-129.53,-3.22,-4.49,False
0,-36.21,0.2,248.04,-10.92,-9.96,-7.66,15.98,0.76,1.71,-10.47,16,-39.53,8.9,,True
20,-23.61,14.2,794.04,-7.22,-7.28,-18.66,27.14,13.1,-11.37,-12.6,15,-89.53,-0.22,-4.67,False
20,-21.87,14.2,419.04,-6.04,-6.55,-8.66,27.04,14.1,-11.25,-17.82,260,-69.53,-0.8,,False
2,-38.37,0.92,227.04,-11.65,-9.83,-5.66,15.66,3.34,1.62,-10.32,43,-46.53,7.86,,False
2,-41.4,0.06,287.04,-11.66,-9.56,-7.66,16.56,3.88,2.37,-12.96,57,-49.53,7.2,-5.9,False
20,-25.53,14,584.04,-9.18,-6.32,-18.66,24.34,27.3,-7.35,-8.31,30,-64.53,2.48,,False
2,-35.37,0.1,245.04,-10.23,-9.44,-5.66,16.14,2.68,-0.6,-14.13,26,-49.53,8.98,-5.04,False
20,-24.33,14.5,704.04,-6.77,-5.91,-28.66,25.94,12.1,-11.73,-15.03,10,-4.53,6.88,-4.52,False
20,-30.69,12.4,779.04,-7.41,-5.98,-8.66,25.74,14.5,-5.73,-10.98,180,-99.53,2.52,-4.19,False
20,-23.04,13.1,569.04,-5.53,-4.54,-8.66,29.64,16.1,-14.46,-18.45,355,-149.53,-1.52,,False
2,-34.65,1.52,260.04,-12.2,-9.08,-7.66,15.5,2.26,-0.3,-11.13,33,-39.53,13.14,,False
20,-26.4,19.6,509.04,-5.53,-3.92,-8.66,28.24,14.3,-11.13,-11.25,35,-149.53,-2.1,,True
20,-31.59,11.5,779.04,-9.57,-8.46,-28.66,25.24,23.2,-7.14,-7.23,145,15.47,2.2,,False
2,-40.8,0.02,230.04,-11.38,-9.05,-7.66,16.14,0.22,4.02,-12.42,2,-48.53,7.12,-4.62,False
2,-39.24,1.38,278.04,-10.08,-9.4,-3.66,16.08,2.66,1.86,-12.87,29,-69.53,7.32,,False
2,-35.46,1.68,263.04,-11.54,-9.87,-5.66,16.34,0.66,-2.04,-14.13,11,-74.53,8.72,-6.94,True
20,-22.26,13.6,329.04,-6.12,-4.35,-8.66,27.44,14.4,-10.98,-13.44,70,-109.53,-0.7,,False
2,-34.71,1.56,209.04,-10.81,-9.07,-3.66,16.26,3.32,-1.38,-17.04,6,-74.53,9,-6.78,True
20,-20.01,12.9,734.04,-5.29,-6.87,-18.66,32.24,25.2,-16.17,-11.79,220,-129.53,0.8,,True
2,-34.38,1.64,299.04,-9.95,-9.4,-7.66,16.68,1.98,0.27,-10.71,4,-48.53,8.52,-7.71,True
2,-37.74,1.86,182.04,-10.82,-9.68,-3.66,16.62,1.22,-1.23,-13.38,13,-73.53,8.12,,True
20,-23.34,11.5,404.04,-6.24,-6.12,-18.66,27.04,10.7,-12.27,-13.98,145,-9.53,0.92,,False
2,-41.31,1.48,272.04,-11.3,-9.23,-3.66,15.1,3.36,-0.27,-11.4,4,-71.53,12.22,,False
2,-36.6,1.02,197.04,-10.1,-11.01,-5.66,16.08,3.76,-1.23,-8.91,3,-47.53,7.06,-6.18,True
2,-38.4,1.42,260.04,-11.72,-9.31,-5.66,15.64,0.7,-1.41,-10.56,4,-42.53,7.6,-6.37,False
20,-25.59,18.2,464.04,-8.66,-5.61,-8.66,23.64,10.4,-12.48,-15.3,15,-94.53,-0.6,-4.42,False
2,-36.6,2.02,293.04,-11.52,-10.42,-3.66,16.6,3.06,1.83,-11.91,37,-78.53,7.62,-5.78,True
20,-19.53,13.4,224.04,-6.44,-4.1,-18.66,32.64,12.9,-11.07,-12.54,280,-109.53,-2.4,,True
20,-18.36,14.1,299.04,-4.77,-3.65,-8.66,32.74,19.5,-15.39,-12.03,180,-139.53,-2.94,-5.31,True
2,-44.13,1.52,209.04,-11.34,-8.91,-5.66,15.56,3.82,1.05,-11.19,18,-53.53,8,,True
20,-30.99,14.4,449.04,-5.95,-4.33,-18.66,27.44,17.2,-6.06,-11.55,230,35.47,0.28,,True
0,-33.93,1.8,281.04,-10.36,-8.92,-5.66,16.06,0.16,0.36,-11.58,3,-47.53,7.68,,True
20,-25.41,16.8,509.04,-7.4,-7.45,-18.66,26.54,15.3,-13.14,-9.45,95,-114.53,-1.54,-5.81,True
20,-30.09,14.7,794.04,-8.12,-7.61,-18.66,24.74,22,-8.34,-6.54,190,-69.53,1.74,,False
20,-31.23,14.7,614.04,-7.86,-5.72,-18.66,24.64,16.2,-6.93,-11.04,110,30.47,1.22,-4.51,False
20,-18.78,16.5,809.04,-5.53,-4.51,-18.66,33.34,12.9,-14.49,-21.9,370,-29.53,0.34,-5.05,True
20,-23.28,12.3,509.04,-6.75,-4.99,-18.66,28.94,24.3,-1.2,-16.26,165,-134.53,-0.5,-5.99,True
20,-23.91,11.7,434.04,-7.79,-6.69,-18.66,25.84,15.8,-12.15,-12.87,210,-154.53,3.6,,False
20,-22.17,17.4,344.04,-5.75,-4.81,-18.66,26.34,15.9,-5.61,-9.6,190,-124.53,-0.74,,False
20,-23.07,15.1,599.04,-7.72,-4.29,-18.66,29.24,14.2,-11.91,-21.9,335,-144.53,-0.7,-5.52,False
2,-44.16,1.48,218.04,-10.87,-9.98,-3.66,15.66,3.54,0.27,-11.34,14,-77.53,7.02,,False
20,-26.16,11.5,584.04,-7.79,-5.58,-28.66,25.94,17.7,-10.32,-11.31,120,-34.53,0.74,,False
20,-20.28,12.8,329.04,-8.31,-5.48,-18.66,29.74,11.3,-15.93,-19.56,85,-39.53,6.3,-6.96,True
20,-37.5,15.6,674.04,-10.14,-4.41,-8.66,27.54,14.7,-13.92,-10.08,45,-144.53,-1.5,-4.23,False
2,-34.68,0.24,230.04,-12.08,-8.8,-5.66,16.18,3.28,-0.21,-10.5,5,-64.53,8.92,,False
20,-18.18,19.6,254.04,-4.96,-4.83,-8.66,32.24,16.8,-13.44,-13.89,340,-124.53,-4.38,-7.72,True
2,-35.58,1.6,212.04,-12.65,-9.24,-3.66,16.1,3.4,4.62,-10.56,20,-78.53,9.28,,True
20,-25.77,15.2,779.04,-9.41,-7.27,-18.66,26.14,21.1,-11.25,-16.92,35,-79.53,-0.3,-5.69,False
2,-35.73,1.54,254.04,-10.38,-8.82,-3.66,15.82,2.46,-0.96,-10.41,3,-72.53,8.02,,False
2,-39.39,0.9,155.04,-10.04,-8.66,-5.66,16.38,0.74,-1.38,-14.28,10,-77.53,8.3,,True
20,-26.46,11.8,749.04,-7.4,-6.16,-8.66,26.64,10.4,-11.1,-10.77,125,-104.53,1.18,,False
20,-33.63,13.3,509.04,-7.38,-7.37,-8.66,24.64,17.3,-10.95,-16.35,290,-64.53,4.62,,False
20,-28.17,14.5,674.04,-7.8,-5.64,-8.66,27.74,25.8,-6.69,-13.32,55,-74.53,5,-4.68,False
2,-36.84,1.6,239.04,-11.88,-11.9,-5.66,16.36,3.92,-1.86,-12.84,14,-66.53,12.56,-6.25,True
2,-35.25,0.48,185.04,-11.52,-9.1,-5.66,16.16,2.04,1.29,-17.04,50,-43.53,10.8,-5.3,False
2,-36.18,1.5,179.04,-12.6,-9.81,-5.66,16.42,1.68,-0.21,-11.52,64,-55.53,6.66,,True
2,-37.17,0.86,281.04,-10.13,-8.76,-5.66,16.48,0.36,3.12,-15.69,13,-64.53,8.02,,False
2,-37.35,1.8,215.04,-11.38,-11.23,-6.66,15.08,2.18,-0.63,-19.02,11,-59.53,11.3,-5.36,False
2,-34.5,1.96,245.04,-11.24,-9.31,-5.66,16.64,0.5,-1.11,-18.09,35,-78.53,9.76,-7.07,True
20,-26.13,14.5,464.04,-6.98,-4.86,-18.66,27.34,11.1,-13.8,-13.08,265,-154.53,-0.48,,False
2,-40.47,0.84,203.04,-12.57,-13.22,-7.66,16.8,0.46,-2.1,-11.37,25,-42.53,17.16,,True
2,-42.99,1.66,173.04,-13.07,-9.88,-5.66,15.86,0.66,-0.72,-10.41,7,-41.53,7.52,-6.63,True
20,-26.07,13,734.04,-9.23,-7.37,-8.66,25.84,10.8,-8.76,-11.31,105,-104.53,1.36,,False
20,-25.08,12.5,704.04,-9.28,-4.83,-8.66,28.64,16,-12.81,-15,340,-89.53,-1.02,-3.98,False
