F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
19.29,21,1.74,USA,10.14,1642.26,1237.86,-10.92,16.78,267.8,-303.63,15.06,20.61,14,Medium,9160.9,1385.72
50.67,3,235.98,USA,-15.18,862.25,1587.6,-11.48,9.54,290.09,-275.34,20.76,16.52,18,High,19381.16,3712.44
147.02,18,358.35,UK,-1.05,1667.04,758.8,-12.06,3.96,360.02,-299.88,7.35,21.28,4,High,17299.18,0
113.11,9,4.56,Rest,-22.62,1494.02,456.7,-9.05,6.54,222.7,-391.23,5.85,21.34,4,Medium,38966.82,300.75
103.97,15,33.24,Europe,-11.04,2259.31,1151.64,-5.55,3.66,280.76,-176.19,25.95,25.65,6,Medium,20578.82,0
93.34,12,557.61,Europe,-15.75,1410.2,1664.78,-9.25,9.98,305.93,-291.39,2.58,16.44,2,Medium,26871.5,0
92.82,9,76.71,USA,-5.28,1804.92,1721.72,-9.72,3.66,313.61,-324.66,6.99,21.49,4,Very high,21982.58,0
139.55,6,0.3,UK,-6.96,1445.58,1175.84,-15.22,8.34,337.77,-256.65,5.1,23.04,4,Medium,17932.02,0
102.92,9,25.53,Rest,-5.85,1663.14,463.12,-17.41,5.68,284.45,-323.04,14.61,20.03,14,Low,-1264.98,459.48
82.08,18,0.06,USA,-21.27,706.43,1198.22,-4.53,3.72,294.84,-333,11.61,16.81,4,Very high,13603.24,764.61
103.44,12,908.61,UK,-13.17,1237.43,2024.68,-6.82,11.98,265.05,-421.26,8.37,25.2,8,Very high,-4357.98,1101.89
97.65,12,0.03,Rest,-10.68,1562.89,1396.54,-11.67,9.94,291.47,-282.06,24.57,17.5,0,Very low,10375.38,0
100.28,15,0.06,USA,0.6,990.44,1909.46,-7.44,5.56,264.75,-445.05,16.17,20.63,10,Very low,12469.4,1070.63
151.71,15,46.98,Europe,-8.79,1283.22,268.86,-10.68,8.32,303.89,-502.08,16.62,28.24,10,Medium,21788.86,2830.23
100.55,12,1.86,UK,-11.07,1326.3,1231.68,-11.79,9.06,376.56,-289.35,13.59,24.13,12,Low,-4467.6,560.18
77.78,18,1.74,USA,-11.73,829.6,1528.54,-6.51,4.12,302.12,-343.92,6.63,21.23,6,Very low,12929.66,0
54.95,12,0.99,Europe,-9.99,1142.85,845.5,-8.52,4.02,253.51,-279.42,16.71,21.69,4,Medium,7110.38,0
62.63,9,0,Europe,-2.04,1631.77,1839.78,-14.3,6.56,210.46,-625.53,9.45,24.4,16,Medium,17685.34,2760.11
114.67,18,9.81,USA,-10.41,1456.23,574.46,-11.29,5.16,274.06,-320.58,10.62,29.9,6,Very high,15937.14,363.98
54.83,15,159.21,Europe,-3.39,1574.77,743.98,-11.39,3.74,234.5,-418.29,4.74,16.42,6,Very high,19567.06,323.49
99.41,6,0,USA,0.57,1491.16,1545.84,-14.2,11.08,278.17,-378.75,14.88,19.07,10,Very low,7016.48,1679.11
130.62,12,153.21,Rest,-3.81,1258.58,2279.26,-8.83,1.36,344.49,-377.19,5.94,16.34,6,Very low,5983.04,0
120.93,6,1.26,Rest,-17.04,1133.54,1558.14,-8.07,8.2,289.29,-379.77,14.76,21.83,2,Low,17261.16,282.5
129.4,15,73.05,UK,-15.33,1194.78,1120.38,-4.66,12.32,130.11,-204.9,10.98,13.13,10,Low,240.64,94.92
135.42,6,0.75,USA,2.01,936.95,1471.4,-12,12.22,240.34,-288.54,51.51,21.29,8,Low,24917.58,3774.02
133.77,15,57.57,Europe,9.27,1787.79,1671.74,-9.82,17.58,292.6,-355.53,9.6,25.91,6,Medium,8880.86,0
100.34,12,206.28,Europe,-2.4,1760.8,1686.7,-8.84,4.24,347.1,-368.91,11.04,18.06,6,Very high,13975.42,0
113.58,15,3.72,USA,0.21,1596.8,1320.36,-4.78,11.8,293.05,-303.03,13.98,19.87,12,Medium,24819.4,709.43
142.42,12,0.09,USA,-6.96,1580.81,1538.2,-12.77,8.22,257.65,-304.2,42.57,23.4,14,High,21648.42,3574.75
117.06,6,3.48,Rest,-2.97,1092.84,1530.9,-5.36,2.24,278.23,-162.63,9.21,20.64,4,Low,38908.18,0
110.31,18,1.95,Rest,-1.8,1531.7,418.44,-13.45,9.12,278.9,-365.1,13.77,16.62,14,High,20931.9,789.58
89.32,21,0.09,USA,-5.13,1618.87,1327,-6.5,1.82,262.49,-223.14,4.44,12.58,6,Very high,7857.08,0
94.99,9,4.05,UK,-4.11,1594.62,909.86,-6.27,8.36,317.95,-212.4,10.65,16.34,12,Low,20831.12,47.55
75.57,21,0.06,USA,-5.52,1694.23,554.68,-13.38,1.7,295.51,-448.53,25.98,27.16,10,Very high,33879.02,2992.94
40.55,15,19.44,Rest,1.41,1060.17,1370.3,-6.91,6.44,195.25,-266.25,3.96,20.3,8,Low,-1092.98,0
93.24,18,1.02,Rest,6,1371.99,1632.18,-9.44,25.74,350.45,-419.52,11.97,22.44,2,Low,26394.26,580.12
84.76,15,15.9,Rest,-5.46,1250.43,1006.42,-10.81,2.58,293.64,-406.2,1.95,22.5,8,High,18513.5,148.1
121.76,18,0.09,Europe,-13.62,1801.56,329.06,-12.08,6.94,277.18,-441.24,16.11,19.41,12,High,22786.14,2308.87
127.34,9,2.31,Europe,-1.89,1494.66,1302.22,-14.95,20.24,257.38,-536.73,19.47,28.4,6,Very low,5325.4,2853.23
90.83,9,25.29,Europe,-3.39,2375.15,1718.8,-14.67,13.42,204.58,-319.83,8.43,11.76,8,Very low,15625.1,0
142.39,18,1.29,Europe,-22.23,1600.58,1055.56,-10.38,9.62,317,-473.61,6.42,36.63,8,Medium,18152.98,939.24
83.03,24,0,Europe,-5.97,1531.64,994.5,-14.21,14.14,263.91,-558.39,5.37,21.47,8,High,17796.74,2319.48
88.51,21,0.03,UK,-16.98,1368.38,805.88,-12.29,6.12,105.71,-205.86,3.66,21.59,6,Very high,-8256.34,0
145.67,9,27.45,USA,-15.45,1305.93,336.04,-10.69,2.18,291.14,-371.07,15.9,22.58,8,High,18909.86,2814.09
129.7,6,0.51,USA,-17.37,1407.93,1728.94,-11.35,8.9,298.99,-386.04,3.18,18.6,8,Low,23589.76,249.47
120.19,21,3464.67,Rest,-14.79,1657.47,1498.68,-7.65,1.82,300.83,-270.33,7.59,17.98,2,Medium,26945.46,0
113.04,15,0.06,Rest,-17.82,1361.39,2116.04,-7.86,8.18,283.41,-320.52,7.41,16.61,6,Very low,21572.68,0
75.91,18,234.06,USA,-18.6,1533.88,74.14,-11.95,3.3,241.74,-373.53,21.66,21.74,10,High,10564.38,2720.59
138.31,9,4.26,Europe,-2.07,1584.7,1245.2,-4.25,2.48,275.69,-273.51,4.23,20.96,8,Very low,16538.42,0
94.75,15,21.96,UK,-6.09,1602.24,808.3,-3.82,6.26,271.4,-390.09,18.6,9.12,14,Very high,-3450.76,1626.28
46.88,15,12.48,Europe,11.31,1470.26,358.1,-13.88,17.72,281.12,-367.08,3,19.69,10,Low,27259.28,1947.33
99.5,18,0.06,UK,-0.87,1154.45,-10.88,-12.17,20.7,229,-234.69,17.67,22.13,6,Medium,20475.4,1668.04
81.73,3,0.03,Europe,-19.26,1811.58,892.26,-14.03,3.38,267.88,-288.69,11.85,22.71,6,Medium,-3095.32,0
76.68,15,38.4,Rest,-13.23,1052.54,-47.94,-14.55,17.28,215.91,-202.29,16.86,16.8,6,Medium,18170.2,753.15
84.5,18,49.47,Rest,-9.48,1253.38,949.16,-10.64,3.22,298.5,-292.89,13.92,21.98,8,Low,16361.64,0
122.88,18,1.14,UK,-0.42,2069.68,1403.38,-9.93,8.78,206.3,-386.31,25.71,19.87,4,Very high,22521.38,471.76
82.75,9,2.49,Europe,-6.78,1399.2,1332.1,-8.44,11.52,273.21,-343.74,19.47,25.91,8,Very high,23427.14,2369.29
89.01,15,1.56,Rest,-1.62,1235.74,2134.6,-8.95,13.66,311.39,-297.84,11.13,15.59,6,High,25876.18,83.31
86.79,9,1.62,USA,-3.33,1180.46,776.56,-9.09,2.24,277.07,-336.63,3.09,22.18,10,Low,22877.92,234.04
102.77,6,9.12,USA,-4.17,946.48,1184.08,-11.39,12.02,347.74,-315.57,2.94,22.46,4,Very high,23553.98,2176.51
83.28,6,0.63,UK,2.61,1073.23,640.34,-13.85,25.14,257.19,-298.95,14.31,23.53,8,Medium,7437.78,2629.34
108.91,9,49.5,Rest,-6.72,1369.58,33.28,-13.13,2.76,254.03,-496.98,6.45,20.27,4,Very low,24592.04,475.87
57.87,12,69.9,USA,-4.38,1465.91,701.04,-11.59,5.92,283.34,-425.58,2.34,20.34,4,Low,8420.32,140.26
20.72,12,46.2,UK,-21.96,1113.95,876.02,-9,8.26,262.22,-200.34,11.76,22.34,10,Medium,23425,353.81
116.21,12,0.45,Rest,-9.69,1092.02,644.8,-9.91,7.86,247.77,-544.53,13.2,20.49,10,High,15136.62,1727.23
97.93,15,14.55,Europe,-15.42,1426.36,618.94,-11.51,12.16,241.5,-410.46,7.71,19.65,6,Low,13901.38,1234.98
119.8,9,27.42,UK,4.29,1652.61,656.32,-8.32,3.74,299.57,-313.44,1.65,20.09,8,High,14781.96,34.33
97.29,15,0.06,UK,-5.46,1186.76,1452.78,-15.07,11.04,199.24,-227.1,19.65,21.45,4,Low,25251.04,0
119.62,12,1.41,UK,-2.97,1865.18,433.96,-11.11,6.82,230.49,-433.98,5.31,24.01,14,Very high,4144,1489.92
114.88,15,0.09,USA,0.9,981.6,1682.88,-7.12,12.08,301.83,-421.8,7.32,29.47,8,Low,31732.02,1497.56
142.24,9,4.23,Rest,-0.75,1271.8,1265.8,-3.66,6.88,266.81,-472.29,22.77,22.21,4,Medium,10322.42,868.75
116.23,6,1.53,Europe,-8.37,1522.14,1860.78,-12.8,4.1,233.3,-319.86,2.64,19.33,6,Low,20134.96,0
29.8,6,4.83,UK,-1.47,1658.78,910.34,-11.66,16.78,347.63,-400.32,5.67,19.94,12,Very high,15668.24,2121.36
70.62,21,0.06,UK,-13.14,1462.23,618.04,-9.84,3.68,267.48,-371.25,13.68,14.33,6,Low,38086.2,0
30.92,18,1.23,Europe,-13.41,1135.16,1336.44,-5.54,6.88,247.64,-329.46,6.36,22.2,6,Very high,15335.62,0
38.84,12,3.03,UK,-4.08,1218.47,693.92,-8.96,6.28,227.97,-282.96,14.16,16.64,2,Low,31033.64,51.16
42.86,12,0.15,Europe,-11.85,1482.16,1147.76,-7.8,9.24,286.99,-235.74,18.24,25.72,12,Low,15931.28,140.01
105.2,9,47.76,Rest,-1.53,990.45,1736.92,-11.48,5.42,252.51,-281.19,28.8,22.36,10,High,4235.58,639.35
114.59,15,0.96,UK,-14.4,1395.02,1681.48,-12.34,15.88,317.73,-353.22,14.22,17.1,8,Very low,19107.56,506.71
97.2,12,0.42,UK,3.09,1680.42,-74.76,-12.14,2.06,321.43,-419.73,11.73,19.42,8,Very low,15476.56,675.89
113.69,9,1415.13,Rest,-3,954.37,1869.82,-13.02,15.88,257.5,-321.66,12.84,26.63,14,Very low,46783.18,636.84
169.24,9,2295.87,Europe,-10.8,1049.93,1668.1,-10.84,12.54,216.08,-374.31,0.36,21.63,4,Very high,14563.58,1022.1
76.6,12,1.44,Rest,-11.94,1265.08,936.68,-10.5,6.66,260.35,-239.46,15.93,20.5,14,Very low,22705.34,177.87
30.21,21,14.34,Europe,0.81,1123.83,1035.18,-11.34,18.76,278.77,-241.5,4.77,20.4,4,Very low,13799.34,0
91.75,18,0.48,Rest,-24.6,1477.22,317.78,-11.17,13.68,216.53,-324.18,4.65,20.45,12,Very low,9292.18,289.61
47.79,6,12.12,USA,-14.64,1632.29,114.48,-9.15,4.88,297.37,-350.43,0.93,18.28,8,Very low,17683.88,204.7
92.9,18,0.48,UK,-15.45,1296.8,631.2,-8.56,3.28,338.27,-414.09,7.08,20.85,6,High,18744.62,559.58
89.38,6,3.78,USA,6.15,1118.53,1158.24,-15.37,10.94,305.6,-324.12,4.41,19.42,8,Medium,19853.6,1636.57
56.75,9,115.56,USA,-4.47,1255.12,1890.04,-2.7,7.92,296.33,-417.24,5.01,12.66,6,Medium,-5795.26,343.95
82.18,12,6.51,UK,-9.36,1886.46,607.62,-15.88,11.38,142.96,-170.58,10.95,24.1,12,High,5410.44,164.72
135.4,18,0.51,USA,-25.41,1571.56,617.02,-12.22,7.9,283.78,-313.5,3.24,13.17,2,Very high,16509.36,0
85.32,12,126.36,UK,-25.14,1017.87,1223.62,-9.55,7.18,300.08,-351.54,5.52,14.62,12,Low,16001.26,680.69
48.22,12,1.47,USA,3.87,1264.72,267.92,-12.19,19.76,283.12,-447.9,18.81,15.5,2,Low,16543.22,3739.21
110.67,12,9.81,Europe,0.93,1001.34,1529.74,-9.43,5.18,271.64,-225.54,9.99,19.33,4,Very low,-9636.52,0
98.55,21,1.68,USA,2.31,1273.19,1312.38,-12.44,13.02,233.97,-362.85,23.43,30.34,10,Very high,19085.36,3284.12
93.18,12,0.84,USA,-7.14,1414.31,1181.14,-13.92,10.48,288.74,-323.97,8.76,19.12,6,Very high,4028.9,1031.12
72.18,18,6.96,USA,-2.76,1386.84,1034.36,-10.18,2.92,277.38,-233.01,10.05,19.56,10,Low,17004.82,0
149,6,7.11,Europe,-25.95,1400.98,1134.54,-15.18,7.34,167.17,-557.88,8.76,17.7,14,Low,22653.48,2773.9
115.79,15,16.11,USA,-4.59,1380.04,1648.1,-8.21,7.9,316.8,-305.28,0.45,14.2,12,High,31194.32,0
95.09,18,0.45,USA,-21.81,1082.66,1555.3,-13.32,12.96,294.4,-424.29,18.87,15.59,10,Very low,16987.3,2534.16
117.36,9,0.03,Rest,-0.6,826.86,1265.98,-8.09,18.04,288.6,-261.75,14.55,16.66,16,Medium,3916.26,1341.95
78.83,9,21.63,Europe,-7.14,988.88,604.72,-4.34,9,263.87,-197.58,15.6,30.74,12,Very low,24062.72,991.99
43.74,18,116.22,Europe,6,1294.38,846.08,-12.73,2.08,292.01,-347.49,9.48,17.36,8,Low,19023.34,0
111.47,3,0.42,USA,-11.46,2062.02,850,-10.5,8.44,274.73,-539.73,19.89,20.12,8,Low,17679.64,3554.53
124.56,3,0.45,USA,0.15,961.17,1248.38,-8.61,25.22,275.48,-292.98,11.1,23.38,8,Very high,15557.72,3778.21
39.47,9,0.63,UK,4.44,1578.38,1050.82,-12.65,18.76,249.39,-343.71,1.98,21.29,4,High,18320.36,906.84
131.24,3,3.12,Europe,-4.62,1558.58,1915.58,-11.24,3.06,276.95,-306,11.91,17.52,6,High,17338.8,0
87.06,15,10.08,UK,-9.69,1449.49,1038.46,-14.59,0.3,346.01,-325.38,9.12,25.62,4,High,16263.8,0
44.88,15,0.36,Rest,-12.48,1230.2,1055.3,-12.26,2.18,277.52,-231.45,48.27,17.4,8,High,24693.64,698.75
113.88,15,0,Rest,-14.46,1256.14,387.88,-13.42,15.26,283.15,-379.11,11.22,21.39,4,Very low,16820.74,559.16
71.39,9,10.62,Rest,-3.03,2008.23,961.74,-11.5,1.4,272.22,-202.29,3.99,21.66,10,Medium,16174.22,0
109.64,18,58.65,USA,0.75,1677.23,1806.96,-14.43,2.68,331.13,-395.16,7.17,14.07,8,Very low,12265.62,0
81.9,15,0.54,Europe,-0.84,922.81,153.2,-10.5,13.68,276.31,-270.3,18.27,20.88,12,Medium,18689.5,2733.96
76.31,12,0.24,USA,-5.46,1750.65,532.56,-12.03,9.84,327.74,-261.93,3.63,20.86,10,Low,21268.6,0
74.75,12,1.35,UK,-15.72,1652.73,-221.7,-14.08,10.38,265.41,-296.58,17.52,21.68,18,Very high,-1278.26,2386.99
69.83,9,267.78,Rest,-5.67,1580.31,654.64,-11.97,1.78,229.15,-393.54,3.81,16.28,10,Medium,15418.46,192.76
134.63,9,1.53,Rest,-5.07,1851.22,1727.26,-12.03,6,305.82,-330.27,3.63,16.95,0,Low,13557.7,0
121.28,15,42.3,UK,-0.48,1513.98,1959.1,-11.85,9.24,281.57,-208.11,4.83,18.54,4,High,18362.4,0
114.77,12,0.06,Europe,4.38,1018.56,2051.16,-19.17,1.74,170.9,-318.81,0.63,11.97,4,High,23684.24,0
63.55,12,783.66,USA,-21.84,1538.32,1072.72,-7.11,13.08,229.78,-198.24,43.86,29.6,10,Low,8345.48,2846.23
49.06,9,4.41,Europe,-22.74,1234.57,996.6,-14.47,6.06,286.92,-165.15,9.51,19.8,4,Low,17031.8,0
112.34,9,0.03,Rest,-9.39,1469.55,-132.46,-9.22,1.56,339.7,-435.03,5.55,27.73,6,Very high,15333.1,756.18
86.45,6,14.61,USA,7.17,1330.34,662.84,-16.21,2.16,255.32,-337.98,10.71,20.18,4,High,15678.54,780.56
74.1,12,0.09,Europe,-7.62,1599.41,1147.04,-9.7,14.52,270.05,-383.52,7.5,20.12,10,Low,23551.82,1263.24
121.79,21,0.93,Rest,7.56,1242.4,374.08,-9.97,2.96,318.58,-300.9,4.17,18.37,8,Very high,20269.24,75.34
66.46,18,0,USA,-17.97,1424.06,1138.2,-8.64,16.3,232.66,-308.55,4.29,20.41,12,Very low,17034.12,298.69
66.26,15,7613.58,Europe,-23.19,1593.28,1705.3,-9.83,10.94,260.27,-292.68,8.91,19.59,2,Very high,21307.46,0
122.42,9,5.94,Europe,-9.51,1283.55,616.56,-15.58,1.22,292.41,-315.24,4.2,20.44,4,Very high,19269.54,0
106.78,12,1.95,Europe,-5.1,1588.84,1192.2,-10.99,1.36,382.38,-370.29,17.16,23.34,6,Very high,20795.2,307.93
60.47,18,169.26,USA,-16.95,1119.74,1090.66,-13.14,12.12,227.8,-382.77,2.82,22.82,2,Very high,19341.32,781.94
69.95,6,0.48,Europe,-8.97,1133.97,1260.14,-10.68,3.72,269.21,-304.14,7.68,20.25,8,Medium,22561.46,54.61
134.38,21,0.03,Rest,-16.17,1139.21,2082.9,-12.03,3.26,217.37,-382.65,5.22,28.05,12,High,-11901.32,0
72.38,12,2.07,USA,-9.6,1398.11,1242.72,-10.5,5.7,226.48,-361.38,6.69,23.93,10,Very low,1252.78,10.3
77.08,9,16.32,Rest,-0.3,1186.45,993.34,-15.32,1.86,288.48,-278.88,30.42,19.96,10,Low,19208.58,457.97
98.75,9,2.31,UK,2.46,1449,2174.2,-10.23,11.14,285.88,-427.41,5.13,19.75,6,Very low,28082.68,0
69.59,3,0.69,Europe,-7.83,1556.4,665.04,-11.25,3.74,276.74,-384,20.25,15.49,8,Low,30329.38,1975.59
83.62,15,0.12,Europe,-14.19,1308.79,935.82,-15.91,6.04,275.35,-380.07,7.53,19.49,4,Very low,4508.54,0
54.8,15,0.72,UK,-1.92,1006.57,683.02,-8.32,13.98,135.35,-376.5,1.71,19.42,10,Very low,6144.18,1052.74
117.98,12,0.18,Europe,-10.44,1802.38,1423.8,-4.96,14.5,264.64,-362.43,3.18,20.84,6,Low,19772.52,0
107.92,6,0.54,Rest,-27.57,924.31,582.72,-10.84,6.24,258.84,-340.47,15.18,20.18,8,Very high,9816.64,1198.31
121.16,18,0.03,Rest,-10.53,1263.79,468.38,-7.59,15.12,106.94,-397.86,11.04,21,6,Very low,-62.12,564.24
56.37,6,0,UK,-13.41,1251.48,1634.42,-10.03,10.06,228.07,-234,4.26,22.8,10,Medium,13080.1,139.07
101.05,9,389.16,UK,-6.36,1172.04,1298.02,-10.7,3.88,255.45,-344.37,5.85,24.94,12,Very high,21928.96,901.44
44.4,15,0.27,Rest,-15.87,1305.99,1067.86,-7.04,18.5,267.93,-423.69,15.63,20.47,10,High,26100.32,1409.07
143.35,3,38.55,UK,-24.9,1100.39,104.94,-12.24,13.02,266.08,-374.04,19.26,19.56,12,Very low,19392,2698.37
94.31,12,5.52,UK,8.76,938.76,1760.84,-6.68,2.14,282.98,-381.09,2.25,14.5,6,Low,-1311.14,0
111.97,12,0.39,Rest,-24.99,1514.5,-190.86,-7.68,10.56,278.47,-240.03,14.7,20.18,6,Medium,13284.3,415.41
104.4,12,300.21,Europe,-3.54,1828.75,610.56,-13.05,13.66,192.33,-280.23,2.76,20.34,8,Very low,9367.22,0
101.13,15,683.01,UK,1.86,1355.99,1286.34,-13.16,3,283.43,-356.73,17.37,20.54,4,High,7938.12,183.01
115.69,6,0.69,UK,-0.84,1079.4,611.48,-12.77,9.34,298.96,-363.42,1.17,22.31,8,Very high,17319.88,1616.27
85.76,0,0.18,Europe,-0.69,2042.73,1271.28,-7.34,6.68,241.52,-336.03,6.42,21.98,2,Medium,14635.54,0
119.4,9,394.35,USA,-13.95,1925.38,-96.32,-7.42,6.96,271.28,-308.07,8.79,20.25,4,Very high,-11234.12,807.66
82.1,6,181.2,UK,-14.04,1646.3,-1.22,-10.24,17.4,293.92,-235.41,14.88,13.89,8,Very low,8157.14,1184.05
113.3,9,0.39,USA,2.58,1186.2,344.74,-7.88,0.52,310.12,-462.24,6.21,9.12,4,High,17748.66,2349.49
96.01,15,527.13,UK,-19.92,1405.8,495.88,-4.45,5.96,270.2,-277.14,7.14,21.79,10,High,15738.66,374.55
86.09,24,0.51,Europe,-9.81,1129.49,530.86,-12.44,4.04,300.28,-240.84,6.18,16.57,14,Very low,21473.02,0
120.94,12,0.39,Rest,-31.98,1403.44,-32.56,-10.85,0.48,287.6,-181.68,15.81,18.69,6,Medium,16083.96,0
86.17,12,0.15,UK,-9.63,1493.48,-8.14,-12.86,1.68,333.75,-328.26,26.04,18.93,10,Medium,-642.94,1394.21
53.92,15,11.16,USA,0.87,1206.56,759.16,-10.73,1.78,281.45,-423.84,3.27,10.36,6,Very low,19584.98,0
72.84,6,7.41,USA,1.14,1877.2,443.32,-16.04,8.32,199.71,-462.81,23.91,23.83,8,Very low,13913.94,3377.01
89.65,15,0.15,UK,-18.84,1327.04,2251.02,-12.42,4.14,251.87,-413.28,3.78,12.16,8,Very high,18745.94,0
116.51,9,10.77,USA,0.48,1054.7,273.5,-9.97,7.78,301.67,-147.45,52.83,18.28,6,Medium,12420.32,3655.07
99.67,12,2.01,USA,-12.51,1377.97,895.14,-6,6.06,154.73,-245.64,7.26,29.47,8,High,21531.52,30.47
87.56,12,11.61,USA,-8.67,1195.01,1208.62,-10.61,0.12,384.71,-266.07,14.43,27.94,2,Very high,19636.42,0
129.07,6,0.06,UK,3.36,1049.45,135.8,-7.08,10.94,245.89,-372.21,6.96,19.17,8,Very low,22264.78,1644.84
53.15,6,2.16,UK,-15.42,1265.99,1400.5,-5.22,6.74,231.15,-307.62,9.96,20.93,14,High,17450.62,1091.55
89.67,12,134.31,UK,-1.35,1729.8,1724.78,-16.21,3.88,239.12,-213.57,18.18,27.88,12,High,21785.52,0
113.61,21,3.24,USA,4.23,1735,1539.36,-8.28,3.2,260.07,-443.97,15.69,20.86,10,Low,23645.86,0
93.69,9,0.15,UK,-13.92,1500.53,1464.6,-16.04,5.24,286.28,-284.55,37.59,16.16,4,Very high,4893.24,1117.57
86.05,21,21.3,Rest,-7.77,1006.46,416.62,-8.74,6.06,289.42,-194.19,22.05,17.54,8,Very low,13173.6,27.18
81.39,21,6.39,UK,-9.36,1381.88,1536.12,-16.03,7.5,303.75,-348.57,3.99,22.95,10,Low,49870.56,0
116.19,15,38.37,Rest,-3.12,1577.27,1663.5,-7.2,1.94,340.23,-297.45,3.15,19.82,6,Low,16823.48,0
107.03,3,11.37,Rest,-8.19,833.82,572.78,-10.8,3.76,246.85,-474.24,13.23,19.85,16,High,16199.82,2132.47
111.71,24,0,Europe,-12.54,1726.82,2800.86,-7.24,13.32,231.8,-371.94,1.86,19.37,6,Very low,14167.34,0
63.9,18,0,Rest,6.03,1769.67,1686.76,-10.51,1.26,284.58,-280.26,15.12,24.39,10,Very high,16531.74,0
140.93,9,39.03,USA,6,1119.17,1658.9,-8.62,12.54,271.19,-281.61,16.98,29.53,4,Medium,16668.34,768.95
117.3,12,0.06,Europe,-4.86,1466.15,125.96,-8.8,6.54,250.02,-294.69,14.55,24.19,18,Medium,22756.2,2399.79
103.54,24,728.55,Europe,-13.41,1573.75,2359.34,-4.92,8.82,216.55,-378.75,4.89,20.38,6,High,15125.84,0
101.83,9,197.22,Rest,-8.52,1585.52,1984.14,-7.31,6.52,290.09,-176.64,4.05,14.27,0,Very high,9986.68,0
113.38,6,1.86,Rest,-14.04,1579.03,1861.86,-12.16,3.48,262.89,-407.4,23.25,15.51,10,Very low,26458.92,262.57
70.81,9,73.74,Europe,-9.27,1731.12,1006.1,-12.01,11.46,207.67,-441.48,2.37,17.1,8,Very low,48773.8,405.89
66.66,6,0.63,UK,-9.75,871.99,371.46,-6.69,6.92,266.4,-256.05,4.35,19.27,12,Very low,6175.64,886.17
148.3,6,3.42,Rest,-8.91,2062.04,754.1,-10.39,14.64,256.97,-256.2,7.95,31.5,10,Medium,13026.06,216.64
151.29,9,0.42,Rest,-21.87,581.2,182.12,-5.58,13.78,273.31,-355.47,23.85,19.8,4,Very high,13530.04,2184.98
136.18,15,6.93,USA,-4.65,1259.99,1251.14,-12.47,2.46,228.31,-183.96,11.07,21.9,4,Low,8840.68,0
106.6,9,4.77,USA,-11.13,1085.02,321.28,-5.29,5.78,355.09,-291.87,35.7,23.83,6,Very low,17618.52,3232.66
85.65,15,0.84,Rest,-18.12,1584.5,1053.06,-11.68,2.12,286.18,-215.43,5.85,22.56,8,High,15762.1,0
96.79,15,0.15,Rest,-13.32,1670.97,672.98,-10.7,6.38,317.46,-393.33,9.81,15.6,4,Very high,13421.28,277.18
100.96,12,3.33,Rest,-14.55,757.65,2034.04,-7.62,4.14,306.02,-350.28,16.14,25.48,8,Very high,19364.04,447.14
110.4,15,0.06,Europe,-13.98,1299.5,1092.88,-18.55,3.36,265.38,-324.84,23.4,18.94,8,High,15323.18,1058.94
65.52,12,0.72,Rest,12.87,1224.52,606.14,-15.12,6.84,298.55,-219.42,8.07,18.41,10,Low,10759.1,57.04
95.08,9,9.63,USA,-0.54,1657.41,1018.84,-13.97,1.9,296.69,-373.56,30.63,20.53,4,Low,17469.8,801.73
112.15,12,0.24,UK,14.73,1523.79,1434.26,-12.56,6.42,283.6,-378.63,8.97,28.86,2,Very low,13444.68,0
116.02,6,1.92,USA,-1.95,1556.03,13.34,-13.04,17.18,264.95,-322.89,3.9,21.98,8,Medium,16093.28,3313.36
110.07,18,0.84,Europe,-5.97,1394.82,972.38,-9.92,3.16,287.88,-304.38,6.96,19.9,2,Very low,17487.86,0
113.87,9,0.27,Rest,-10.29,757.78,441.66,-10.11,5.12,239.72,-341.07,10.35,20.74,16,Low,22416.72,1067.85
79.62,18,1.92,USA,-5.16,1985.96,885.36,-11.36,5.98,267.23,-337.26,16.02,16.05,2,Low,10514.78,0
103.05,12,0.15,Rest,-14.82,1323.35,674.24,-7.26,6.6,240.04,-330.06,8.4,21.89,10,Very high,17511.6,558.15
65.09,12,1.53,Rest,-20.07,1650.51,1875.48,-5.15,27.38,302.4,-371.01,2.13,20.38,6,Medium,16564.1,456.27
92.03,9,4.38,USA,-4.89,1687.24,294.38,-13.08,5.4,281.95,-336,5.34,18.92,6,Medium,16169.38,273.7
61.3,18,0.36,UK,-18.12,1199.71,825.14,-6.8,7.5,235.34,-371.67,7.8,19.72,6,Low,10968.94,289.89
135.19,15,870.39,Europe,-2.67,1585.03,1089.24,-15.62,19.36,343.26,-495.96,12.63,20.28,12,High,21084.24,2872.69
48.98,12,0.15,UK,-12.87,1665.06,806.48,-11.46,9.58,276.98,-334.71,25.38,17.61,8,Low,15192.72,1027.79
124.06,12,6.18,USA,-11.61,2011.39,1497.72,-7.42,3.5,310.41,-472.11,12.96,23.09,4,Low,20305.18,0
58.43,12,25.59,Europe,-10.77,1706.23,1767.12,-13.99,24.32,320.06,-369.96,3.18,23.93,8,Medium,24857.96,1265.83
22.79,21,0.03,Rest,0.42,1132.62,583.8,-13.05,16.36,249.93,-331.35,10.29,20.31,6,Low,18585.78,427.82
